length	time
2	0.001544952392578125
3	0.0004658699035644531
4	0.0013310909271240234
5	0.0019910335540771484
6	0.015304088592529297
7	0.008208990097045898
8	0.011111974716186523
9	0.062297821044921875
10	0.08167600631713867
11	0.13639402389526367
12	0.23760104179382324
13	0.2265620231628418
14	0.28608083724975586
15	0.5413210391998291
16	1.0672328472137451
17	5.309998989105225
18	7.984591960906982
19	6.528831958770752
20	44.64689517021179
21	53.158470153808594
22	28.095312118530273
23	27.213543176651
24	129.27243781089783
25	46.23074913024902
26	141.62082886695862
27	243.00301098823547
28	851.0276401042938
29	334.66266798973083
30	132.46900415420532
31	111.14672899246216
32	104.26863694190979
